customer_id,product_id,order_id,seller_id,seller_name,quantity,price_at_purchase,total_price,purchased_at,delivery_date,review_id
24148697.0,197891935,,223361.0,Huy Hùng Carcia Official Store,3,,,2024-12-03 13:17:43+00:00,2024-12-05 19:47:33+00:00,20050579
19805345.0,197891935,,223361.0,Huy Hùng Carcia Official Store,3,,,2022-12-19 15:42:54+00:00,2022-12-21 10:34:50+00:00,18633763
19805385.0,197891935,,223361.0,Huy Hùng Carcia Official Store,4,,,2022-12-13 15:42:43+00:00,2022-12-16 10:16:53+00:00,18453234
19805364.0,197891935,,223361.0,Huy Hùng Carcia Official Store,2,,,2022-12-14 09:40:36+00:00,2022-12-16 10:16:09+00:00,18504453
24189784.0,197891935,,223361.0,Huy Hùng Carcia Official Store,4,,,2023-02-03 14:29:57+00:00,2023-02-06 10:23:44+00:00,18797582
7967528.0,197891935,,223361.0,Huy Hùng Carcia Official Store,1,,,2023-03-30 13:30:11+00:00,2023-04-03 11:25:59+00:00,19046655
28983700.0,197891935,,223361.0,Huy Hùng Carcia Official Store,4,,,2023-03-24 03:44:15+00:00,2023-03-28 10:59:56+00:00,19029716
19926400.0,197891935,,223361.0,Huy Hùng Carcia Official Store,2,,,2023-02-18 04:49:01+00:00,2023-02-20 15:56:02+00:00,18836530
12543460.0,197891935,,223361.0,Huy Hùng Carcia Official Store,2,,,2022-12-04 05:54:28+00:00,2022-12-09 13:10:12+00:00,18480800
26756966.0,197891935,,223361.0,Huy Hùng Carcia Official Store,1,,,2022-11-17 14:23:57+00:00,2022-11-21 14:24:12+00:00,18347500
13389894.0,122353510,,64561.0,Thiên Long Official Store,3,,,2022-10-07 09:48:56+00:00,2022-10-09 12:56:26+00:00,18049526
28478708.0,122353510,,64561.0,Thiên Long Official Store,4,,,2023-09-11 05:12:33+00:00,2023-09-13 09:49:07+00:00,19526409
23963975.0,122353510,,64561.0,Thiên Long Official Store,3,,,2023-09-07 01:48:24+00:00,2023-09-09 15:53:05+00:00,19793353
672907.0,122353510,,64561.0,Thiên Long Official Store,1,,,2023-08-09 14:18:19+00:00,2023-08-11 11:50:30+00:00,19534052
20263803.0,122353510,,64561.0,Thiên Long Official Store,3,,,2023-08-21 22:37:25+00:00,2023-08-23 09:44:15+00:00,19480374
15025026.0,122353510,,64561.0,Thiên Long Official Store,4,,,2023-05-31 04:47:23+00:00,2023-06-02 09:29:41+00:00,19375349
5629030.0,122353510,,64561.0,Thiên Long Official Store,2,,,2022-08-22 13:23:04+00:00,2022-08-25 15:11:47+00:00,18194886
9624695.0,122353510,,64561.0,Thiên Long Official Store,1,,,2023-05-13 02:36:49+00:00,2023-05-17 09:24:28+00:00,19202815
7116587.0,122353510,,64561.0,Thiên Long Official Store,2,,,2022-07-22 05:33:41+00:00,2022-07-24 11:00:49+00:00,17187980
2012961.0,122353510,,64561.0,Thiên Long Official Store,4,,,2022-11-12 15:56:07+00:00,2022-11-16 15:56:46+00:00,18759233
12247427.0,122353510,,64561.0,Thiên Long Official Store,1,,,2023-02-02 13:42:37+00:00,2023-02-05 10:56:23+00:00,18747063
21714761.0,122353510,,64561.0,Thiên Long Official Store,3,,,2022-10-23 06:06:44+00:00,2022-10-26 11:07:15+00:00,18056358
383296.0,122353510,,64561.0,Thiên Long Official Store,1,,,2022-08-02 16:11:09+00:00,2022-08-04 08:23:54+00:00,18496402
17694272.0,122353510,,64561.0,Thiên Long Official Store,4,,,2022-11-13 02:05:19+00:00,2022-11-15 13:54:24+00:00,18216648
19433510.0,122353510,,64561.0,Thiên Long Official Store,4,,,2022-07-02 08:08:13+00:00,2022-07-06 08:45:01+00:00,18132544
10512030.0,122353510,,64561.0,Thiên Long Official Store,4,,,2022-09-15 11:28:25+00:00,2022-09-18 10:33:32+00:00,17770954
12793718.0,122353510,,64561.0,Thiên Long Official Store,4,,,2022-08-25 10:12:05+00:00,2022-08-30 11:05:23+00:00,17558600
7825458.0,122353510,,64561.0,Thiên Long Official Store,4,,,2022-08-08 06:12:21+00:00,2022-08-11 16:34:59+00:00,17444035
27671554.0,122353510,,64561.0,Thiên Long Official Store,3,,,2022-08-08 16:02:59+00:00,2022-08-11 11:36:23+00:00,17376812
20346251.0,122353510,,64561.0,Thiên Long Official Store,2,,,2022-07-05 01:01:22+00:00,2022-07-07 10:46:42+00:00,17208525
6453667.0,122353510,,64561.0,Thiên Long Official Store,2,,,2022-07-18 06:51:57+00:00,2022-07-21 10:43:58+00:00,17148994
27788473.0,122353510,,64561.0,Thiên Long Official Store,2,,,2022-07-07 07:56:16+00:00,2022-07-10 12:43:54+00:00,17045166
,122353510,,64561.0,Thiên Long Official Store,2,,,2022-06-28 06:29:18+00:00,2022-06-30 10:47:38+00:00,16932727
804777.0,122353510,,64561.0,Thiên Long Official Store,4,,,2022-06-24 03:18:48+00:00,2022-06-27 08:56:06+00:00,16871430
6449500.0,122353510,,64561.0,Thiên Long Official Store,2,,,2022-06-07 13:37:47+00:00,2022-06-11 15:28:22+00:00,16789267
27552759.0,122353510,,64561.0,Thiên Long Official Store,1,,,2022-06-10 03:27:23+00:00,2022-06-13 11:06:19+00:00,16693314
8160518.0,122353510,,64561.0,Thiên Long Official Store,3,,,2021-09-28 02:30:19+00:00,2021-10-19 11:30:10+00:00,12726419
16999690.0,122353510,,64561.0,Thiên Long Official Store,2,,,2021-12-08 06:30:57+00:00,2021-12-13 14:28:36+00:00,13800685
23060584.0,122353510,,64561.0,Thiên Long Official Store,2,,,2021-09-27 05:00:30+00:00,2021-10-17 17:22:33+00:00,13340124
19883660.0,122353510,,64561.0,Thiên Long Official Store,4,,,2021-09-24 07:22:09+00:00,2021-10-19 11:03:34+00:00,12710607
10936162.0,105614549,,113115.0,Deli Official Store,1,,,2022-01-01 06:50:23+00:00,2022-01-06 17:06:20+00:00,14297441
26531006.0,105614549,,113115.0,Deli Official Store,3,,,2022-06-23 16:24:40+00:00,2022-06-25 09:12:57+00:00,17058890
12231812.0,105614549,,113115.0,Deli Official Store,1,,,2022-05-29 03:46:14+00:00,2022-06-02 10:21:12+00:00,16650507
27954137.0,105614549,,113115.0,Deli Official Store,2,,,2022-09-19 10:31:24+00:00,2022-09-22 11:12:06+00:00,17772042
28878213.0,105614549,,113115.0,Deli Official Store,3,,,2023-11-11 16:19:08+00:00,2023-11-18 12:20:16+00:00,19674617
1464879.0,105614549,,113115.0,Deli Official Store,3,,,2022-10-26 03:06:32+00:00,2022-10-30 10:38:57+00:00,18833565
9634663.0,105614549,,113115.0,Deli Official Store,2,,,2022-06-18 03:06:12+00:00,2022-06-20 14:45:06+00:00,16789496
